site_brom.id,site.x,trt.name,mu.scalar,k.scalar,intended.mu,intended.k,temporal.block,maxvol,leaf.number,mean.diam,catchment.area,turbidity.initial,oxygen.percent.initial,oxygen.conc.initial,ph.initial,chlorophyll.initial,bacteria.per.ml..initial,amoeba.per.ml.initial,algae.per.ml.initial,ciliates.per.ml.initial,flagellates.per.ml.initial,rotifers.per.ml.initial,leafpack1.species1.mass.initial,leafpack2.species1.mass.initial,leafpack1.species2.mass.initial,leafpack2.species2.mass.initial,co2.final,methane.final,turbidity.final,oxygen.percent.final,oxygen.conc.final,ph.final,chlorophyll.final,bacteria.per.ml.final,amoeba.per.ml.final,algae.per.ml.final,ciliates.per.ml.final,flagellates.per.ml.final,rotifers.per.ml.final,leafpack1.species1.mass.final,leafpack2.species1.mass.final,leafpack1.species2.mass.final,leafpack2.species2.mass.final,water.volume.final,fpom.final,n15.bromeliad.final,final.bromeliad.percentn,final.bromeliad.percentc,site.y,species1,species2,decomp,sample_size_species
frenchguiana_82,frenchguiana,mu0.2k2,0.2,2,1.63,0.61,a,154,15,71.5,961,NA,NA,NA,NA,NA,13566848.816029146,NA,NA,NA,NA,NA,856,NA,347,NA,13.585675841209063,NA,NA,7.3,NA,4.33,980,19423679.41712204,NA,NA,0,0,0,807.9000000000001,NA,328.99999999999994,NA,15,42.9999999999997,2.7535311139809964,1.0139082974926927,46.00097460852291,frenchguiana,0.056191588785046626,0.05187319884726241,0.05403239381615452,2
frenchguiana_52,frenchguiana,mu0.4k2,0.4,2,3.26,0.61,a,154,11,66,908,NA,NA,NA,NA,NA,13213989.071038252,NA,NA,NA,NA,NA,560,NA,546,NA,28.43212937573285,NA,NA,38.15,NA,5.595000000000001,417.2,23653770.49180328,NA,NA,0,0,0,530.5,NA,509.29999999999995,NA,62.5,206.24999999999946,1.7659460410251042,0.8073645491011672,45.72648777807702,frenchguiana,0.05267857142857143,0.0672161172161173,0.05994734432234436,2
frenchguiana_53,frenchguiana,mu0.6k2,0.6,2,4.9,0.61,c,312,14,78,1295,NA,NA,NA,NA,NA,29071384.33515483,NA,NA,NA,NA,NA,570,NA,506,NA,17.743229153177907,0.003438017601522328,NA,22.35,NA,4.390000000000001,327.72,9174353.369763207,NA,NA,0,0,12,497.3,NA,470.59999999999997,NA,99,280.1700000000021,-0.050129853012327086,1.319560495558602,45.70575845583928,frenchguiana,0.1275438596491228,0.06996047430830046,0.09875216697871163,2
frenchguiana_54,frenchguiana,mu0.8k2,0.8,2,6.53,0.61,b,190,13,75.5,999,NA,NA,NA,NA,NA,17655154.82695811,NA,NA,NA,NA,NA,773,NA,338,NA,23.06898815875972,0.004087413470961002,NA,59.800000000000004,NA,5.21,755.71,4599344.262295082,NA,NA,0,0,2,728.3000000000001,NA,314.70000000000005,NA,60,177.00000000000048,1.7529383348970122,0.8300691987077333,45.796494399714824,frenchguiana,0.057826649417852434,0.06893491124260341,0.06338078033022793,2
frenchguiana_85,frenchguiana,mu1k2,1,2,8.16,0.61,b,208,15,57.5,894,NA,NA,NA,NA,NA,15200346.083788708,NA,NA,NA,NA,NA,732,NA,400,NA,18.338759003183853,NA,NA,18.6,NA,5.045,644.58,4262496.84741488,NA,NA,0,0,14,687.4,NA,374.29999999999995,NA,37,200.53999999999928,5.154953783782558,0.6211284276094697,46.00087149223157,frenchguiana,0.06092896174863391,0.06425000000000011,0.06258948087431701,2
frenchguiana_57,frenchguiana,mu1.5k2,1.5,2,12.24,0.61,b,188,16,84,1299,NA,NA,NA,NA,NA,16873387.978142083,NA,NA,NA,NA,NA,606,NA,372,NA,24.96973317791108,NA,NA,47.25,NA,5.609999999999999,294,4869692.62295082,NA,NA,0,0,6,573.4999999999999,NA,353.00000000000006,NA,56,155.68000000000026,2.8145672735051197,1.0141087102321371,46.005274073178654,frenchguiana,0.05363036303630382,0.05107526881720415,0.05235281592675399,2
frenchguiana_72,frenchguiana,mu2k2,2,2,16.32,0.61,a,219,13,92.5,1212,NA,NA,NA,NA,NA,11948561.020036433,NA,NA,NA,NA,NA,513,NA,487,NA,35.14158636198495,0.012215698766547321,NA,51.849999999999994,NA,5.1,466.66,5633588.342440803,NA,NA,0,0,6,481.49999999999994,NA,450.90000000000003,NA,90,161.99999999999815,4.598624198611863,1.3285205889193759,46.36452021538475,frenchguiana,0.06140350877192993,0.07412731006160157,0.06776540941676576,2
frenchguiana_76,frenchguiana,mu2.5k2,2.5,2,20.4,0.61,b,168,15,67,938,NA,NA,NA,NA,NA,20377650.273224045,NA,NA,NA,NA,NA,614,NA,302,NA,16.465807039806414,NA,NA,49.7,NA,5.18,322,5286812.38615665,NA,NA,0,0,4,557.8000000000001,NA,276,NA,10.5,24.14999999999967,1.8169762727583874,0.8824127629065744,45.20129870436606,frenchguiana,0.09153094462540705,0.08609271523178808,0.08881182992859757,2
frenchguiana_88,frenchguiana,mu3k2,3,2,24.48,0.61,c,166,14,75.5,757,NA,NA,NA,NA,NA,19903114.754098363,NA,NA,NA,NA,NA,680,NA,513,NA,12.51078354943209,0.00365091891954637,NA,45.8,NA,4.555,1500,9101394.703657,NA,NA,0,0,4,653.1,NA,491.2,NA,45,224.0999999999993,3.781139898100249,0.6600331504288678,45.594382720860864,frenchguiana,0.03955882352941173,0.042495126705653044,0.04102697511753239,2
macae_B24,macae,mu0.1k0.5,0.1,0.5,0.3,0.05,a,1e3,17,42.5,1555.457,8.91,26.35,2.125,6.39,42.62400000000024,77890.7269458333,NA,NA,NA,NA,NA,170,200,NA,NA,25.375042210000295,1.1115880106456775,15.7,14.2,1.2,6.41,16.931199999999986,5680351.87379167,NA,NA,NA,NA,NA,110,100,NA,NA,300,560,27.731468676936544,0.39725160246198976,NA,macae,0.42647058823529416,NA,0.42647058823529416,1
macae_B32,macae,mu0.2k0.5,0.2,0.5,0.6,0.05,a,850,15,42.5,848.012,6.03,22.7,1.795,6.38,2.145999999999937,32454.4695625,NA,NA,NA,NA,NA,160,190,NA,NA,73.70002554141999,0.07956861912732055,34.8,9,0.72,6.54,22.557241379310327,14438981.785,NA,NA,NA,NA,NA,70,90,NA,NA,320,510,76.12641217696469,0.3607293326119389,NA,macae,0.544407894736842,NA,0.544407894736842,1
macae_B34,macae,mu0.4k0.5,0.4,0.5,1.2,0.05,b,1e3,20,42,1247,7,28,2.035,5.98,15.391999999999975,395944.5286125,NA,NA,NA,NA,NA,170,190,NA,NA,31.254679730929773,0.08762731071682674,49.2,15.7,1.33,6.21,18.94400000000003,10423157.6148,NA,NA,NA,NA,NA,50,80,NA,NA,490,590,103.16847611581692,0.4950722768303916,NA,macae,0.6424148606811146,NA,0.6424148606811146,1
macae_B5,macae,mu0.6k0.5,0.6,0.5,1.8,0.05,c,900,23,36.5,1372.58,10.01,54.050000000000004,4.28,6.12,-46.17599999999998,77890.7269375,NA,NA,NA,NA,NA,160,170,NA,NA,30.34595551871,0.08859723117234321,65.2,18.8,1.66,6.25,35.52000000000009,10641235.49432,NA,NA,NA,NA,NA,80,60,NA,NA,560,510,54.16371217884253,0.47379265669140835,NA,macae,0.5735294117647058,NA,0.5735294117647058,1
macae_B43,macae,mu0.8k0.5,0.8,0.5,2.41,0.05,c,850,15,45,1531.034,24.2,33.05,2.73,6.27,-33.15200000000002,149290.559979167,NA,NA,NA,NA,NA,200,160,NA,NA,36.130636351815,0.051240856007893576,44.5,10.9,0.96,5.61,12.178285714285709,14570259.3522,NA,NA,NA,NA,NA,20,20,NA,NA,400,880,43.53475529042306,0.41721230123986824,NA,macae,0.8875,NA,0.8875,1
macae_B33,macae,mu1k0.5,1,0.5,3.01,0.05,b,920,16,42,683.31,74.4,NA,NA,6.24,34.63200000000007,136308.77215,NA,NA,NA,NA,NA,140,190,NA,NA,9.160167738539883,0.06630725628779793,24.8,24.3,2.08,7.1,17.178571428571463,5889646.56095833,NA,NA,NA,NA,NA,50,80,NA,NA,550,690,0.1368632927938318,0.4526300927930261,NA,macae,0.6109022556390977,NA,0.6109022556390977,1
macae_B35,macae,mu1.5k0.5,1.5,0.5,4.51,0.05,b,1e3,22,42.5,2779.673,7.09,27.5,2.455,6.43,-22.20000000000003,701016.5425,NA,NA,NA,NA,NA,170,150,NA,NA,31.241622082769823,0.11898691672892207,52.4,6.4,0.54,6.49,35.710967741935484,11998421.8805455,NA,NA,NA,NA,NA,50,40,NA,NA,690,720,48.39348122906695,0.43382657219330717,NA,macae,0.7196078431372549,NA,0.7196078431372549,1
macae_B16,macae,mu2k0.5,2,0.5,6.02,0.05,a,890,15,40,1372.58,5.89,20.4,1.635,6.3,4.3645642655576466e-14,0,NA,NA,NA,NA,NA,170,190,NA,NA,123.20609608078499,0.04242251731472006,25.7,22.8,1.92,6.76,-20.720000000000002,10964972.17428,NA,NA,NA,NA,NA,80,60,NA,NA,400,290,79.7719496243765,0.35722704484921397,NA,macae,0.6068111455108359,NA,0.6068111455108359,1
macae_B12,macae,mu2.5k0.5,2.5,0.5,7.52,0.05,c,950,21,37,1530.866,9.86,21.1,1.6600000000000001,6.06,68.67200000000008,1596759.90239167,NA,NA,NA,NA,NA,160,190,NA,NA,48.099650280555,0.060926572277444815,16.6,9.7,0.87,6.27,-20.9890909090909,9783796.58605,NA,NA,NA,NA,NA,70,90,NA,NA,690,350,18.305346800304267,0.4157363923725339,NA,macae,0.544407894736842,NA,0.544407894736842,1
macae_B37,macae,mu3k0.5,3,0.5,9.02,0.05,b,1e3,18,41,999.172,5.73,31.9,2.415,5.82,-7.696000000000019,3550518.97009167,NA,NA,NA,NA,NA,200,180,NA,NA,36.93743743637,0.044955654100277735,37.1,17.8,1.51,6.65,4.884000000000027,10570771.2973182,NA,NA,NA,NA,NA,50,80,NA,NA,350,730,45.55157460387371,0.512313883099214,NA,macae,0.6527777777777778,NA,0.6527777777777778,1
macae_B36,macae,mu0.1k1,0.1,1,0.3,0.1,b,900,17,34,1131.889,3.47,15.15,1.1949999999999998,6.22,-11.248000000000129,0,NA,NA,NA,NA,NA,160,190,NA,NA,23.676492957915,0.015366250869755883,59.2,22.9,1.96,6.26,8.22222222222223,12731701.5306667,NA,NA,NA,NA,NA,70,70,NA,NA,330,670,82.04521095575035,0.41226486375559407,NA,macae,0.5970394736842105,NA,0.5970394736842105,1
macae_B8,macae,mu0.2k1,0.2,1,0.6,0.1,b,1e3,19,32.5,1449.065,4.04,15.4,1.26,6.26,7.696000000000019,6490.8939125,NA,NA,NA,NA,NA,190,170,NA,NA,19.27528786693125,0.06934886621309141,49,18.1,1.53,6.13,20.82962962962962,11416073.8435909,NA,NA,NA,NA,NA,130,110,NA,NA,460,530,90.52400945953943,0.40582423472760604,NA,macae,0.33436532507739936,NA,0.33436532507739936,1
macae_B3,macae,mu0.4k1,0.4,1,1.2,0.1,a,1e3,18,42,1382.761,3.8,25.75,1.99,6,-4.440000000000282,77890.72695,NA,NA,NA,NA,NA,190,200,NA,NA,114.892634503225,0.10575750799590701,61.9,13.7,1.09,6.4,-16.491428571428596,15498644.7756522,NA,NA,NA,NA,NA,40,70,NA,NA,490,960,20.22939280248903,0.4563600118742783,NA,macae,0.7197368421052632,NA,0.7197368421052632,1
macae_B22,macae,mu0.6k1,0.6,1,1.8,0.1,c,1400,17,41,1243.253,2.69,13.25,1.07,6.15,138.82399999999996,19472.6817375,NA,NA,NA,NA,NA,150,170,NA,NA,40.012505024149995,0.027598246009355353,16,10.1,0.88,5.59,-15.78666666666671,5363583.53989474,NA,NA,NA,NA,NA,70,110,NA,NA,620,620,81.63893395722144,0.5365644517835537,NA,macae,0.44313725490196076,NA,0.44313725490196076,1
macae_B42,macae,mu0.8k1,0.8,1,2.41,0.1,c,1e3,11,45,1728.976,5.47,11.35,1.05,6.24,-42.55000000000006,168763.241716667,NA,NA,NA,NA,NA,180,160,NA,NA,27.474468207795,0.0512967098669785,28.3,15.9,1.2,5.77,13.895555555555548,10966254.5317143,NA,NA,NA,NA,NA,80,60,NA,NA,510,1680,41.87292153812017,0.3762122533197672,NA,macae,0.5902777777777778,NA,0.5902777777777778,1
macae_B9,macae,mu1k1,1,1,3.01,0.1,c,1e3,19,38,1358.606,3.52,10.45,0.855,6.29,-16.798,123326.984333333,NA,NA,NA,NA,NA,180,180,NA,NA,33.438843566385,0.03924870391024703,30.4,20.8,1.9,7.44,11.156923076923073,10147495.2189565,NA,NA,NA,NA,NA,70,80,NA,NA,370,1570,54.84432145507445,0.430849021615738,NA,macae,0.5833333333333334,NA,0.5833333333333334,1
macae_B23,macae,mu1.5k1,1.5,1,4.51,0.1,c,1250,17,42,967.012,4.48,39.85,2.9349999999999996,6.45,-32.55999999999991,5595150.5525,NA,NA,NA,NA,NA,170,150,NA,NA,45.069960927715,0.05491735414413097,47.1,5.2,0.48,7.85,-15.06909090909093,16204574.608125,NA,NA,NA,NA,NA,10,60,NA,NA,250,590,49.92731389187166,0.39622399342062714,NA,macae,0.7705882352941176,NA,0.7705882352941176,1
macae_B10,macae,mu2k1,2,1,6.02,0.1,b,1e3,18,33,1151.492,2.72,16.7,1.29,6.52,4.292000000000046,1551323.64513333,NA,NA,NA,NA,NA,190,160,NA,NA,24.734282139239998,0.11975593071188421,26.5,6.7,0.59,6.75,39.46666666666667,6196747.49881818,NA,NA,NA,NA,NA,70,70,NA,NA,440,530,29.22785472814016,0.4579854714283643,NA,macae,0.5970394736842105,NA,0.5970394736842105,1
macae_B27,macae,mu2.5k1,2.5,1,7.52,0.1,a,1e3,15,41,1099.824,4.13,20.5,1.7349999999999999,6.55,-26.343999999999998,6490.8939125,NA,NA,NA,NA,NA,200,150,NA,NA,51.18298745478643,0.197761735298826,86.2,27.5,2.23,6.77,24.863999999999976,16975602.04,NA,NA,NA,NA,NA,70,70,NA,NA,700,580,193.69188142087478,0.4519475878969506,NA,macae,0.5916666666666667,NA,0.5916666666666667,1
macae_B31,macae,mu3k1,3,1,9.02,0.1,a,950,17,38.5,1217.259,3.89,20.2,1.51,6.13,-63.49199999999996,32454.4695583333,NA,NA,NA,NA,NA,150,180,NA,NA,94.84327970697998,0.045560189986844024,15.6,7.9,0.67,6.64,15.881538461538444,10212075.69132,NA,NA,NA,NA,NA,30,120,NA,NA,890,510,54.22834367733898,0.33293223857779497,NA,macae,0.5666666666666667,NA,0.5666666666666667,1
macae_B2,macae,mu0.1k2,0.1,2,0.3,0.19,a,900,15,44.5,918.473,4.86,38.55,2.895,5.75,-6.16173778666962e-14,38945.363475,NA,NA,NA,NA,NA,160,170,NA,NA,52.873190710926494,0.4380091170442917,11.8,17.1,1.41,6.24,-45.954000000000065,14689821.8611111,NA,NA,NA,NA,NA,60,30,NA,NA,140,690,153.2669324328255,0.44282413662864384,NA,macae,0.7242647058823529,NA,0.7242647058823529,1
macae_B11,macae,mu0.2k2,0.2,2,0.6,0.19,c,1050,21,32,788.073,6.71,24.85,1.935,6.02,-47.65600000000021,889252.465983333,NA,NA,NA,NA,NA,180,160,NA,NA,27.565799531219998,0.02909972916240315,24,16.2,1.44,5.21,5.623999999999991,9896984.72444,NA,NA,NA,NA,NA,70,70,NA,NA,410,390,64.28520645394964,0.42887245242800365,NA,macae,0.5868055555555556,NA,0.5868055555555556,1
macae_B28,macae,mu0.4k2,0.4,2,1.2,0.19,c,900,23,41.5,1201.031,4,29.8,2.3499999999999996,6.09,-194.76800000000006,194726.817354167,NA,NA,NA,NA,NA,150,180,NA,NA,25.269975252949997,0.01646690044584125,28,20.8,1.79,6.34,-12.188235294117664,14133012.025,NA,NA,NA,NA,NA,50,90,NA,NA,430,1460,118.43726733974047,0.3701142492009364,NA,macae,0.5833333333333333,NA,0.5833333333333333,1
macae_B40,macae,mu0.6k2,0.6,2,1.8,0.19,b,1e3,18,49.5,979.968,2.16,20.05,1.58,5.91,9.24260668000443e-14,3031247.457075,NA,NA,NA,NA,NA,180,190,NA,NA,25.067708927044997,0.04839230919456219,33.8,24.5,2.12,6.62,-22.364444444444445,9473853.35252,NA,NA,NA,NA,NA,50,10,NA,NA,280,570,22.95568970691675,0.5029722922955516,NA,macae,0.8347953216374269,NA,0.8347953216374269,1
macae_B41,macae,mu0.8k2,0.8,2,2.41,0.19,b,1200,16,47,978.721,4.83,35.25,2.8449999999999998,5.87,18.94400000000005,266126.650395833,NA,NA,NA,NA,NA,210,200,NA,NA,34.30134678628,0.07947333901476392,32.4,12.4,1.08,6.34,19.63846153846156,5894906.77652632,NA,NA,NA,NA,NA,NA,70,NA,NA,310,660,103.02472364948744,0.3967222560101195,NA,macae,0.65,NA,0.65,1
macae_B29,macae,mu1k2,1,2,3.01,0.19,a,1e3,20,38,2182,4.33,14.549999999999999,1.225,6.12,4.44000000000003,298581.1199625,NA,NA,NA,NA,NA,160,180,NA,NA,49.48590373846999,0.04155513973834234,22.2,25.3,2.15,6.79,-2.2455172413793165,11737747.7349444,NA,NA,NA,NA,NA,80,60,NA,NA,460,470,87.49714877742343,0.2848232362223836,NA,macae,0.5833333333333333,NA,0.5833333333333333,1
macae_B39,macae,mu1.5k2,1.5,2,4.51,0.19,b,1e3,15,43,826.667,17.1,16.5,1.385,6.22,24.864000000000097,447871.679916667,NA,NA,NA,NA,NA,160,130,NA,NA,13.992795686485085,0.10949108090537173,22.8,16.4,1.44,6.96,58.9153846153846,11109897.7548696,NA,NA,NA,NA,NA,50,50,NA,NA,830,650,31.45584284381964,0.5212812540002728,NA,macae,0.6514423076923077,NA,0.6514423076923077,1
macae_B15,macae,mu2k2,2,2,6.02,0.19,a,890,17,37,1142.153,11.5,19.950000000000003,1.7,6.27,5.920000000000066,292090.226033333,NA,NA,NA,NA,NA,210,200,NA,NA,21.8082425284145,0.0890985415955176,24.6,6.4,0.54,6.84,19.12615384615384,14567207.2717895,NA,NA,NA,NA,NA,100,100,NA,NA,550,670,61.905506612768946,0.4511915776498494,NA,macae,0.5119047619047619,NA,0.5119047619047619,1
macae_B14,macae,mu2.5k2,2.5,2,7.52,0.19,a,1e3,20,35,920.892,6.69,23.3,1.8450000000000002,5.63,-15.096000000000018,804870.845075,NA,NA,NA,NA,NA,170,160,NA,NA,58.417825608514995,0.14541374794620668,62.6,6.7,0.57,6.7,11.562500000000012,11146705.8091176,NA,NA,NA,NA,NA,60,20,NA,NA,620,1250,25.700555489185373,0.5374990792425064,NA,macae,0.7610294117647058,NA,0.7610294117647058,1
macae_B6,macae,mu3k2,3,2,9.02,0.19,c,1200,17,38,1266.959,3.66,21.25,1.66,6.3,-15.391999999999776,3745245.78758333,NA,NA,NA,NA,NA,170,160,NA,NA,40.060874843865,0.03147187541295132,53.5,10.7,0.95,6.69,137.475555555556,13142389.44252,NA,NA,NA,NA,NA,60,80,NA,NA,700,610,11.95011781747568,0.33682290549551724,NA,macae,0.5735294117647058,NA,0.5735294117647058,1
puertorico_5,puertorico,mu0.1k0.5,0.1,0.5,0.99,0.13,b,396,31,89,1658.09,147.7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0.233,NA,0.437,NA,NA,NA,NA,NA,NA,5.655,NA,NA,NA,NA,NA,NA,NA,0.1594,NA,0.2833,NA,0,207.15,0.93507751663758,0.637216572794223,47.2165427346592,puertorico,0.31587982832618033,0.3517162471395881,0.3337980377328842,2
puertorico_18,puertorico,mu0.1k1,0.1,1,0.99,0.26,c,310,23,75.5,1057.7,73.27,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,0.293,NA,0.382,NA,NA,NA,151.6,NA,NA,4.56,NA,16806745.375244398,NA,NA,NA,NA,NA,0.2234,NA,0.1057,NA,30,276.9,-1.61496343871611,0.49481356673601,47.6962147234541,puertorico,0.23754266211604094,0.7232984293193717,0.4804205457177063,2
puertorico_12,puertorico,mu0.1k2,0.1,2,0.99,0.52,c,395,35,78.5,1384.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274,NA,0.406,NA,NA,NA,194.5,NA,NA,NA,NA,61310148.142577834,NA,NA,NA,NA,NA,0.2093,NA,0.2296,NA,56,449.15,6.62285631681874,0.602969878308733,46.2406917496578,puertorico,0.23613138686131388,0.4344827586206897,0.3353070727410018,2
puertorico_15,puertorico,mu0.2k0.5,0.2,0.5,1.98,0.13,c,388,32,79,1187.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286,NA,0.379,NA,NA,NA,176.7,NA,NA,4.65,NA,81722375.54519477,NA,NA,NA,NA,NA,0.2208,NA,0.1549,NA,13,450.45000000000005,-0.614671130262452,0.570581263266191,47.5597544503123,puertorico,0.22797202797202792,0.5912928759894459,0.40963245198073694,2
puertorico_29,puertorico,mu0.2k1,0.2,1,1.98,0.26,b,444,34,63,1595.71,110.8,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,0.249,NA,0.359,NA,NA,NA,137.9,NA,NA,3.24,NA,30177545.495563243,NA,NA,NA,NA,NA,0.1966,NA,0.1959,NA,114,352.75,0.428893380669583,0.717987813989246,47.7852216370156,puertorico,0.2104417670682731,0.4543175487465181,0.3323796579073956,2
puertorico_10,puertorico,mu0.2k2,0.2,2,1.98,0.52,a,234,18,93.5,1029.78,99.44,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,0.266,NA,0.411,NA,NA,NA,157,NA,NA,5.125,NA,25345747.480824187,NA,NA,NA,NA,NA,0.2022,NA,0.1905,NA,0,221.85,1.7290721156013,0.506520435837349,46.3216911761018,puertorico,0.23984962406015045,0.5364963503649635,0.38817298721255694,2
puertorico_17,puertorico,mu0.4k0.5,0.4,0.5,3.96,0.13,b,320,26,88.5,1190.84,111.8,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,0.261,NA,0.458,NA,NA,NA,NA,NA,NA,3.78,NA,NA,NA,NA,NA,NA,NA,0.1853,NA,0.2055,NA,5,386.40000000000003,-0.925627189932653,0.493812085150288,43.413882797457,puertorico,0.29003831417624526,0.5513100436681224,0.42067417892218384,2
puertorico_28,puertorico,mu0.4k1,0.4,1,3.96,0.26,a,438,25,101,985.12,134.7,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,0.32,NA,0.368,NA,NA,NA,137.2,NA,NA,3.44,NA,16654162.280042112,NA,NA,NA,NA,NA,0.2573,NA,0.1311,NA,78,141.9,0.661355677704588,0.895376517572452,45.1073516668372,puertorico,0.1959375000000001,0.64375,0.41984375000000007,2
puertorico_6,puertorico,mu0.4k2,0.4,2,3.96,0.52,c,470,30,86,1054.48,57.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283,NA,0.441,NA,NA,NA,132.6,NA,NA,3.61,NA,33393092.94630772,NA,NA,NA,NA,NA,0.2095,NA,0.2169,NA,21,441.75,0.600975860292898,0.625308397221919,41.3151457242794,puertorico,0.25971731448763247,0.5081632653061224,0.38394028989687745,2
puertorico_27,puertorico,mu0.6k0.5,0.6,0.5,5.94,0.13,c,376,24,72,1390.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264,NA,0.436,NA,NA,NA,109.6,NA,NA,3.295,NA,44085212.061964214,NA,NA,NA,NA,NA,0.1951,NA,0.1894,NA,27,429.35,3.13592186129366,0.654108818543734,46.2995090501086,puertorico,0.26098484848484854,0.5655963302752294,0.41329058938003893,2
puertorico_1,puertorico,mu0.6k1,0.6,1,5.94,0.26,a,390,29,87.5,1499.06,169.8,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,0.254,NA,0.422,NA,NA,NA,138,NA,NA,3.24,NA,43265784.328470446,NA,NA,NA,NA,NA,0.1982,NA,0.1953,NA,46,533.65,3.66323893335575,0.604769866530157,47.8450918682431,puertorico,0.2196850393700788,0.5372037914691943,0.3784444154196365,2
puertorico_22,puertorico,mu0.6k2,0.6,2,5.94,0.52,a,284,21,70.5,830.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249,NA,0.393,NA,NA,NA,182.3,NA,NA,NA,NA,52974590.16393443,NA,NA,NA,NA,NA,0.1786,NA,0.097,NA,41,496.75,2.60759845894138,0.792714906994015,45.7998639486172,puertorico,0.2827309236947791,0.7531806615776082,0.5179557926361936,2
puertorico_7,puertorico,mu0.8k0.5,0.8,0.5,7.92,0.13,a,232,21,104.5,1359.84,128.1,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,0.292,NA,0.417,NA,NA,NA,NA,NA,NA,4.935,NA,NA,NA,NA,NA,NA,NA,0.2278,NA,0.286,NA,0,109.25,1.87197101680896,0.58961166167359,43.2836899067936,puertorico,0.21986301369863007,0.3141486810551559,0.267005847376893,2
puertorico_9,puertorico,mu0.8k1,0.8,1,7.92,0.26,c,466,19,80.5,1018.53,148.4,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,0.228,NA,0.355,NA,NA,NA,180.2,NA,NA,2.71,NA,45271969.4690931,NA,NA,NA,NA,NA,0.1103,NA,0.0812,NA,59,563.4,1.23697660369603,0.546045131755368,48.2782615363821,puertorico,0.5162280701754386,0.7712676056338028,0.6437478379046206,2
puertorico_30,puertorico,mu0.8k2,0.8,2,7.92,0.52,c,350,19,54.5,762.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286,NA,0.394,NA,NA,NA,154.6,NA,NA,NA,NA,48764426.98150098,NA,NA,NA,NA,NA,0.1894,NA,0.1053,NA,117,385.6667,3.99935325028082,0.454678171808952,48.1661188162142,puertorico,0.3377622377622377,0.7327411167512691,0.5352516772567534,2
puertorico_19,puertorico,mu1k0.5,1,0.5,9.9,0.13,a,490,25,84.5,1214.48,2265,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,0.268,NA,0.409,NA,NA,NA,147.2,NA,NA,NA,NA,18434298.39073545,NA,NA,NA,NA,NA,0.1847,NA,0.1676,NA,5,575.75,1.64454037122493,0.612738196737062,45.503160413449,puertorico,0.31082089552238806,0.5902200488997554,0.4505204722110717,2
puertorico_11,puertorico,mu1k1,1,1,9.9,0.26,b,320,22,73,821.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312,NA,0.397,NA,NA,NA,136.5,NA,NA,3.57,NA,21282516.16784479,NA,NA,NA,NA,NA,0.2204,NA,0.1564,NA,85,300.9,-0.0531388283337389,0.608001716630927,44.6538446838703,puertorico,0.29358974358974355,0.6060453400503778,0.4498175418200607,2
puertorico_16,puertorico,mu1k2,1,2,9.9,0.52,a,274,23,112,1464.25,-9.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,NA,0.432,NA,NA,NA,138.9,NA,NA,4.365,NA,22655764.024665367,NA,NA,NA,NA,NA,0.1677,NA,0.1902,NA,0,343.9,1.49660981856629,1.08491531951147,45.2035157879406,puertorico,0.34235294117647064,0.5597222222222222,0.45103758169934643,2
puertorico_2,puertorico,mu1.5k0.5,1.5,0.5,14.84,0.13,b,550,23,76.5,1470.49,151.6,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,0.318,NA,0.392,NA,NA,NA,109.4,NA,NA,3.81,NA,26323409.535268463,NA,NA,NA,NA,NA,0.228,NA,0.1851,NA,62,481.45,3.35027021310516,0.576087468805556,44.812887255981,puertorico,0.2830188679245283,0.5278061224489796,0.40541249518675393,2
puertorico_13,puertorico,mu1.5k1,1.5,1,14.84,0.26,a,390,21,66.5,626.76,117.9,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,0.32,NA,0.449,NA,NA,NA,159.8,NA,NA,3.925,NA,15388287.712437961,NA,NA,NA,NA,NA,0.241,NA,0.1508,NA,206,543.75,7.73485128748402,0.627300115499774,47.3299428636858,puertorico,0.24687500000000004,0.6641425389755011,0.4555087694877506,2
